model,task_id,role,hard,judge,total,reason,status,error
Qwen_Qwen3-14B-Q4_K_M,C03,Coding,50.0,,50.0,"pytest passed=4 failed=4; tampered=[]; ytest.raises(RuntimeError): ApiClient(tr,max_retries=5).get('x')
>       assert len(calls)==1
E       AssertionError: assert 6 == 1
E        +  where 6 = len(['x', 'x', 'x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:8: AssertionError
____________________ test_arbitrary_exception_not_retried _____________________

    def test_arbitrary_exception_not_retried():
        calls=[]
        def tr(k):
            calls.append(k)
            raise ValueError('bad local input')
        with pytest.raises(ValueError): ApiClient(tr,max_retries=3).get('x')
>       assert len(calls)==1
E       AssertionError: assert 4 == 1
E        +  where 4 = len(['x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:16: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_api_client.py::test_404_not_retried - AssertionError: asser...
FAILED tests\test_api_client.py::test_failure_not_cached - AssertionError: as...
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_400_immediate
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_arbitrary_exception_not_retried
4 failed, 4 passed in 0.04s
",DONE,
Qwen_Qwen3-14B-Q4_K_M,D01,Data,25.0,,25.0,metrics 0/5; files 2/2; defect_rate_2024=missing; defect_rate_2025=missing; defect_rate_2026_pilot=missing; highest_downtime_line_all_years=missing; pilot_caveat=missing,DONE,
Qwen_Qwen3-14B-Q4_K_M,D02,Data,100.0,,100.0,metrics 7/7; files 2/2; line_A_mtbf=180.0 True; line_B_mtbf=100.0 True; line_C_mtbf=146.0 True; line_A_mttr_h=0.75 True; line_B_mttr_h=1.0 True; line_C_mttr_h=0.833 True; priority_line=B True,DONE,
Qwen_Qwen3-14B-Q4_K_M,D03,Data,25.0,,25.0,metrics 0/5; files 2/2; old_yield=missing; new_yield=missing; improvement_pp=missing; annual_scrap_saving_won=missing; recommend_new=missing,DONE,
Qwen_Qwen3-14B-Q4_K_M,K01,Critic,70.0,95.0,78.75,"required 4/6; forbidden=none; chars=562 | JUDGE: 실제 산출물은 원자료에 명시된 '파일럿 라인' 데이터 오용, AI 기여도 과장, 비용 절감 근거 부족 등 중대한 사실오류를 모두 탐지했으며, 각 이슈의 severity 분류와 수정안이 정확함. PPT AUDIT 요건에 부합하는 객관적 분석만 수행하여 스토리라인과 의사결정 유용성이 높음.",DONE,
Qwen_Qwen3-14B-Q4_K_M,K02,Critic,77.5,95.0,83.625,"required 2/4; forbidden=none; chars=1114 | JUDGE: 산출물은 원자료 기반으로 4개의 독립적 보안 문제를 실현 가능한 시나리오와 구체적인 수정 방향으로 제시함. SQL Injection(2개), 하드코딩 인증, 비암호화 저장 등 실제 취약점 반영. Severity 분류가 합리적이며, 추가적인 가짜 취약점이나 시각 요소 없이 객관적 분석 수행. 단, 'audit log' 관련 SQLi와 일반 SQLi를 별도로 분리한 점에서 약간의 중복 가능성 존재.",DONE,
Qwen_Qwen3-14B-Q4_K_M,K03,Critic,85.0,95.0,88.5,"required 5/5; forbidden=none; chars=597 | JUDGE: 산출물은 원자료에 명시된 사실오류(슬라이드1/4의 파일럿 수치 오용, 슬라이드2/3의 미산정 지표 및 계획과 모순)를 정확히 식별했으며, 시각적 문제점(레이아웃 단조로움, 차트 부재)을 객관적으로 분석. 다만 'takeaway 없음' 등의 판단은 원자료에 명시되지 않은 기준으로, 일부 주관성 평가가 포함됨.",DONE,
Qwen_Qwen3-14B-Q4_K_M,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: missing
Qwen_Qwen3-14B-Q4_K_M,P02,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: investment_committee.pptx: missing
Qwen_Qwen3-14B-Q4_K_M,P03,PPT,93.1,60.0,86.48,"open=OK; slides=6/6; required=5/6; visuals=1/1,charts=0/0,tables=1/1; objective=36.0/40; forbidden=none; design=95.0/100 (weighted 23.8/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 93.0] PPT 구조는 타임라인/직접 트리거/근본원인 불확실성/조치표를 명확히 분리했으며, 공장장이 핵심 정보를 빠르게 파악할 수 있도록 스토리라인이 체계적입니다. '진동 데이터 누락'에 대한 불확실성과 후속 조치 연결이 적절하며, 시각 계층(타임라인/표)과 정보밀도가 실무 수준을 충족합니다. 단, [PPT AUDIT]에서 지적된 'action_rows_complete' 2/3 및 'critical_action_table_error'로 인해 약간의 수정이 필요할 수 있습니다.",DONE,
Qwen_Qwen3-14B-Q4_K_M,R01,Research,100.0,100.0,100.0,"required 5/5; citations 9/4; forbidden=none; chars=585 | JUDGE: 산출물은 원자료 기반의 충돌 정보를 명확히 분리하고 모든 주장에 정확한 인용을 제공했습니다. 최신 공고 우선 원칙을 준수하며, 내부 예산 한도와 외부 메모 주석 등 의사결정 요건을ครบ게 정리했습니다. 추가 사실 창작 없이 문서 내용만 활용했으며, 구조적 명확성과 정보 밀도가 적절합니다.",DONE,
Qwen_Qwen3-14B-Q4_K_M,R02,Research,100.0,95.0,98.25,"required 6/6; citations 21/5; forbidden=none; chars=1131 | JUDGE: 모든 벤더의 필수조건 검증이 요구사항과 일치하며, 2년 총비용 계산이 정확함. Vendor A와 C의 탈락 사유가 각각 P1 응답시간 및 온프레미스 불가로 명시되어 있고, Vendor B는 모든 조건 충족. 인용 구조도 원자료와 일치. 다만 '구축비 별도 없음' 항목이 추가적인 검토 요소였으나, 요구사항에 포함되지 않아 오류 없음.",DONE,
Qwen_Qwen3-14B-Q4_K_M,R03,Research,100.0,95.0,98.25,"required 5/5; citations 16/5; forbidden=none; chars=999 | JUDGE: 타임라인은 원자료 기반 정확한 순서 유지([incident_log:L1-L8] 인용). 직접 트리거와 근본원인 구분 명확(보호정지 로직과 가능성 분석 분리). 확인 불가능 항목에서 [manual:L5]의 경고를 반영하며, 과부하 가능성은 manual.txt의 '복수 원인' 언급에 기반. 다만 [maintenance_note:L4]의 진동 데이터 누락을 '베어링 마찰 증가'로 직접 연결하지 않고 '확인 불가'로 명시해 불확실성 적절히 표현. 검증 조치는 구체적이고 실행 가능.",DONE,
Qwen_Qwen3-14B-Q4_K_M,W01,Writer,85.0,95.0,90.5,"required 6/6; forbidden=none; chars=492 | JUDGE: 결론이 경영진 관점에서 명확하게 상단에 위치하고, 원자료 숫자(4.2억/0.6억/3.0억/22%/14%)가 정확히 반영됨. 파일럿 한계(1라인 기준)와 확장성 불확실성이 분명히 언급되었으며, 재무효과 과장 없이 '6.3년 회수 기간(확정적이지 않음)'으로 표현됨. 다음 단계는 실행 가능하고 구체적임. 다만 '파일럿 결과를 전체 공장 확정 효과처럼 쓰지 않는다'는 요청에 대해 직접적인 언급이 없어 약간의 개선 여지 있음.",DONE,
Qwen_Qwen3-14B-Q4_K_M,W02,Writer,77.5,95.0,87.125,"required 6/6; forbidden=피해액; chars=599 | JUDGE: 타임라인과 영향이 명확히 분리되었으며, 직접 원인/근본원인 구분이 적절히 이루어짐. 확인되지 않은 수치는 포함하지 않음. 재발방지 조치에 owner/검증 방법은 원자료에 없으므로 추가하지 않음. 전문적 문체 유지. 다만 '롤백 절차 문서화' 내용이 직접 원인에 포함되어 근본원인과의 구분이 약간 모호할 수 있음.",DONE,
Qwen_Qwen3-14B-Q4_K_M,W03,Writer,93.6,95.0,94.37,"required 6/7; forbidden=none; chars=829 | JUDGE: 일반/긴급 변경 절차 분리(3장/4장), 사전/실행/검증/롤백 단계 명확화(체크리스트 형식), 감사 지적사항 전면 반영(티켓 기록, 역할 분리, 백업 검증, 롤백 책임자 명시, 긴급변경 24시간 내 사후승인). 체크리스트 형식으로 현장 사용 가능하며 책임 흐름(작업자/승인자 분리)이 명확. 단, '모니터링' 단계의 구체적 검증 기준은 산출물에 미비.",DONE,
google_gemma-3-4b-it-Q5_K_M,C01,Coding,77.8,,77.8,"pytest passed=7 failed=2; tampered=[]; =====================
______________________ test_member_after_volume_discount ______________________

    def test_member_after_volume_discount():
        # 100000 -> 90000 -> member 5% => 85500 -> tax 10% => 94050
>       assert calculate_invoice([100000], 0.10, True) == 94050
E       assert 93500 == 94050
E        +  where 93500 = calculate_invoice([100000], 0.1, True)

C:\AI\Benchmark_v7_2_1\runs\google_gemma-3-4b-it-Q5_K_M\C01\tests\test_pricing.py:11: AssertionError
___________________ test_bankers_rounding_must_not_be_used ____________________

    def test_bankers_rounding_must_not_be_used():
        # 1015 * 1.10 = 1116.5 -> HALF_UP 1117, Python round() would choose 1116
>       assert calculate_invoice([1015],0.10,False)==1117
E       assert 1116 == 1117
E        +  where 1116 = calculate_invoice([1015], 0.1, False)

..\..\..\fixtures\C01\_grader\test_hidden_pricing.py:14: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pricing.py::test_member_after_volume_discount - assert 9350...
FAILED ..\..\..\fixtures\C01\_grader\test_hidden_pricing.py::test_bankers_rounding_must_not_be_used
2 failed, 7 passed in 0.04s
",DONE,
google_gemma-3-4b-it-Q5_K_M,C02,Coding,16.7,,16.7,"pytest passed=1 failed=5; tampered=[]; 

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:7: AssertionError
__________________________ test_split_all_boundaries __________________________

    def test_split_all_boundaries():
        d=pd.date_range('2026-02-01',periods=6)
        df=pd.DataFrame({'date':d,'v':range(6)})
        tr,va,te=split_time(df,d[2],d[4])
>       assert len(tr)==3 and len(va)==2 and len(te)==1
E       assert (3 == 3 and 3 == 2)
E        +  where 3 = len(        date  v\n0 2026-02-01  0\n1 2026-02-02  1\n2 2026-02-03  2)
E        +  and   3 = len(        date  v\n2 2026-02-03  2\n3 2026-02-04  3\n4 2026-02-05  4)

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:18: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pipeline.py::test_no_future_leakage - assert 5.0 < 1e-09
FAILED tests\test_pipeline.py::test_rolling_at_index_2 - assert 330.0 < 1e-09
FAILED tests\test_pipeline.py::test_disjoint_splits - assert [2, 3] == [3]
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_first_row_uses_only_self
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_split_all_boundaries
5 failed, 1 passed in 0.29s
",DONE,
google_gemma-3-4b-it-Q5_K_M,C03,Coding,50.0,,50.0,"pytest passed=4 failed=4; tampered=[]; ytest.raises(RuntimeError): ApiClient(tr,max_retries=5).get('x')
>       assert len(calls)==1
E       AssertionError: assert 6 == 1
E        +  where 6 = len(['x', 'x', 'x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:8: AssertionError
____________________ test_arbitrary_exception_not_retried _____________________

    def test_arbitrary_exception_not_retried():
        calls=[]
        def tr(k):
            calls.append(k)
            raise ValueError('bad local input')
        with pytest.raises(ValueError): ApiClient(tr,max_retries=3).get('x')
>       assert len(calls)==1
E       AssertionError: assert 4 == 1
E        +  where 4 = len(['x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:16: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_api_client.py::test_404_not_retried - AssertionError: asser...
FAILED tests\test_api_client.py::test_failure_not_cached - AssertionError: as...
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_400_immediate
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_arbitrary_exception_not_retried
4 failed, 4 passed in 0.04s
",DONE,
google_gemma-3-4b-it-Q5_K_M,D01,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; yearly_summary.csv: missing; trend.png: missing
google_gemma-3-4b-it-Q5_K_M,D02,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; maintenance_summary.csv: missing; mtbf.png: missing
google_gemma-3-4b-it-Q5_K_M,D03,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; comparison.csv: missing; yield_chart.png: missing
google_gemma-3-4b-it-Q5_K_M,K01,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: review.md: missing
google_gemma-3-4b-it-Q5_K_M,K02,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: security_review.md: missing
google_gemma-3-4b-it-Q5_K_M,K03,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: ppt_review.md: missing
google_gemma-3-4b-it-Q5_K_M,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: missing
google_gemma-3-4b-it-Q5_K_M,P02,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: investment_committee.pptx: missing
google_gemma-3-4b-it-Q5_K_M,P03,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: incident_review.pptx: missing
google_gemma-3-4b-it-Q5_K_M,R01,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: research_brief.md: missing
google_gemma-3-4b-it-Q5_K_M,R02,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: procurement_recommendation.md: missing
google_gemma-3-4b-it-Q5_K_M,R03,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: incident_brief.md: missing
google_gemma-3-4b-it-Q5_K_M,W01,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: executive_memo.md: missing
google_gemma-3-4b-it-Q5_K_M,W02,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: postmortem.md: missing
google_gemma-3-4b-it-Q5_K_M,W03,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: revised_sop.md: missing
granite-3.3-8b-instruct-Q4_K_M,C01,Coding,77.8,,77.8,"pytest passed=7 failed=2; tampered=[]; ==================
______________________ test_member_after_volume_discount ______________________

    def test_member_after_volume_discount():
        # 100000 -> 90000 -> member 5% => 85500 -> tax 10% => 94050
>       assert calculate_invoice([100000], 0.10, True) == 94050
E       assert 93500 == 94050
E        +  where 93500 = calculate_invoice([100000], 0.1, True)

C:\AI\Benchmark_v7_2_1\runs\granite-3.3-8b-instruct-Q4_K_M\C01\tests\test_pricing.py:11: AssertionError
___________________ test_bankers_rounding_must_not_be_used ____________________

    def test_bankers_rounding_must_not_be_used():
        # 1015 * 1.10 = 1116.5 -> HALF_UP 1117, Python round() would choose 1116
>       assert calculate_invoice([1015],0.10,False)==1117
E       assert 1116 == 1117
E        +  where 1116 = calculate_invoice([1015], 0.1, False)

..\..\..\fixtures\C01\_grader\test_hidden_pricing.py:14: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pricing.py::test_member_after_volume_discount - assert 9350...
FAILED ..\..\..\fixtures\C01\_grader\test_hidden_pricing.py::test_bankers_rounding_must_not_be_used
2 failed, 7 passed in 0.04s
",DONE,
granite-3.3-8b-instruct-Q4_K_M,C02,Coding,100.0,,100.0,"pytest passed=6 failed=0; tampered=[]; ......                                                                   [100%]
6 passed in 0.25s
",DONE,
granite-3.3-8b-instruct-Q4_K_M,C03,Coding,50.0,,50.0,"pytest passed=4 failed=4; tampered=[]; ytest.raises(RuntimeError): ApiClient(tr,max_retries=5).get('x')
>       assert len(calls)==1
E       AssertionError: assert 6 == 1
E        +  where 6 = len(['x', 'x', 'x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:8: AssertionError
____________________ test_arbitrary_exception_not_retried _____________________

    def test_arbitrary_exception_not_retried():
        calls=[]
        def tr(k):
            calls.append(k)
            raise ValueError('bad local input')
        with pytest.raises(ValueError): ApiClient(tr,max_retries=3).get('x')
>       assert len(calls)==1
E       AssertionError: assert 4 == 1
E        +  where 4 = len(['x', 'x', 'x', 'x'])

..\..\..\fixtures\C03\_grader\test_hidden_api.py:16: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_api_client.py::test_404_not_retried - AssertionError: asser...
FAILED tests\test_api_client.py::test_failure_not_cached - AssertionError: as...
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_400_immediate
FAILED ..\..\..\fixtures\C03\_grader\test_hidden_api.py::test_arbitrary_exception_not_retried
4 failed, 4 passed in 0.04s
",DONE,
granite-3.3-8b-instruct-Q4_K_M,D01,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; yearly_summary.csv: missing; trend.png: missing
granite-3.3-8b-instruct-Q4_K_M,D02,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; maintenance_summary.csv: missing; mtbf.png: missing
granite-3.3-8b-instruct-Q4_K_M,D03,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; comparison.csv: missing; yield_chart.png: missing
granite-3.3-8b-instruct-Q4_K_M,K01,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: review.md: missing
granite-3.3-8b-instruct-Q4_K_M,K02,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: security_review.md: missing
granite-3.3-8b-instruct-Q4_K_M,K03,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: ppt_review.md: missing
granite-3.3-8b-instruct-Q4_K_M,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: missing
granite-3.3-8b-instruct-Q4_K_M,P02,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: investment_committee.pptx: missing
granite-3.3-8b-instruct-Q4_K_M,P03,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: incident_review.pptx: missing
granite-3.3-8b-instruct-Q4_K_M,R01,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: research_brief.md: missing
granite-3.3-8b-instruct-Q4_K_M,R02,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: procurement_recommendation.md: missing
granite-3.3-8b-instruct-Q4_K_M,R03,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: incident_brief.md: missing
granite-3.3-8b-instruct-Q4_K_M,W01,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: executive_memo.md: missing
granite-3.3-8b-instruct-Q4_K_M,W02,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: postmortem.md: missing
granite-3.3-8b-instruct-Q4_K_M,W03,Writer,40.0,65.0,53.75,"required 0/7; forbidden=none; chars=648 | JUDGE: revised_sop.md 반영된 내용은 current_sop.txt의 원문을 그대로 복사한 상태이며, policy.txt의 요구사항(티켓번호/분리책임자/백업확인/롤백기준)은 단순 나열에 그침. audit_findings.txt에 명시된 감사 지적 사항(요청기록 미비/동일인 승인/백업증적 부재/롤백 책임 불명/긴급변경 기한 없음)은 개선사항으로 전환되지 않음. 현장 체크리스트 형식이 전혀 반영되지 않음.",DONE,
granite-4.0-h-micro-Q4_K_M,C01,Coding,33.3,,33.3,"pytest passed=3 failed=6; tampered=[]; e_invoice([33333], 0.1, True)

..\..\..\fixtures\C01\_grader\test_hidden_pricing.py:10: AssertionError
___________________ test_bankers_rounding_must_not_be_used ____________________

    def test_bankers_rounding_must_not_be_used():
        # 1015 * 1.10 = 1116.5 -> HALF_UP 1117, Python round() would choose 1116
>       assert calculate_invoice([1015],0.10,False)==1117
E       AssertionError: assert Decimal('1116.5') == 1117
E        +  where Decimal('1116.5') = calculate_invoice([1015], 0.1, False)

..\..\..\fixtures\C01\_grader\test_hidden_pricing.py:14: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pricing.py::test_volume_discount - AssertionError: assert D...
FAILED tests\test_pricing.py::test_member_after_volume_discount - AssertionEr...
FAILED tests\test_pricing.py::test_member_only - AssertionError: assert Decim...
FAILED tests\test_pricing.py::test_half_up_rounding - AssertionError: assert ...
FAILED ..\..\..\fixtures\C01\_grader\test_hidden_pricing.py::test_member_below_threshold
FAILED ..\..\..\fixtures\C01\_grader\test_hidden_pricing.py::test_bankers_rounding_must_not_be_used
6 failed, 3 passed in 0.04s
",DONE,
granite-4.0-h-micro-Q4_K_M,C02,Coding,16.7,,16.7,"pytest passed=1 failed=5; tampered=[]; 

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:7: AssertionError
__________________________ test_split_all_boundaries __________________________

    def test_split_all_boundaries():
        d=pd.date_range('2026-02-01',periods=6)
        df=pd.DataFrame({'date':d,'v':range(6)})
        tr,va,te=split_time(df,d[2],d[4])
>       assert len(tr)==3 and len(va)==2 and len(te)==1
E       assert (3 == 3 and 3 == 2)
E        +  where 3 = len(        date  v\n0 2026-02-01  0\n1 2026-02-02  1\n2 2026-02-03  2)
E        +  and   3 = len(        date  v\n2 2026-02-03  2\n3 2026-02-04  3\n4 2026-02-05  4)

..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py:18: AssertionError
=========================== short test summary info ===========================
FAILED tests\test_pipeline.py::test_no_future_leakage - assert 5.0 < 1e-09
FAILED tests\test_pipeline.py::test_rolling_at_index_2 - assert 330.0 < 1e-09
FAILED tests\test_pipeline.py::test_disjoint_splits - assert [2, 3] == [3]
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_first_row_uses_only_self
FAILED ..\..\..\fixtures\C02\_grader\test_hidden_pipeline.py::test_split_all_boundaries
5 failed, 1 passed in 0.30s
",DONE,
granite-4.0-h-micro-Q4_K_M,C03,Coding,0.0,,0.0,"pytest passed=0 failed=1; tampered=[]; _module(module_name)
C:\Users\<USER>\AppData\Local\Programs\Python\Python311\Lib\importlib\__init__.py:126: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
<frozen importlib._bootstrap>:1206: in _gcd_import
    ???
<frozen importlib._bootstrap>:1178: in _find_and_load
    ???
<frozen importlib._bootstrap>:1149: in _find_and_load_unlocked
    ???
<frozen importlib._bootstrap>:690: in _load_unlocked
    ???
..\..\..\.venv\Lib\site-packages\_pytest\assertion\rewrite.py:188: in exec_module
    exec(co, module.__dict__)
..\..\..\fixtures\C03\_grader\test_hidden_api.py:2: in <module>
    from api_client import ApiClient
E     File ""C:\AI\Benchmark_v7_2_2\runs\granite-4.0-h-micro-Q4_K_M\C03\api_client.py"", line 12
E       retry_count = 0
E       ^^^^^^^^^^^
E   IndentationError: expected an indented block after 'if' statement on line 10
=========================== short test summary info ===========================
ERROR tests\test_api_client.py
ERROR ..\..\..\fixtures\C03\_grader\test_hidden_api.py
!!!!!!!!!!!!!!!!!!! Interrupted: 2 errors during collection !!!!!!!!!!!!!!!!!!!
2 errors in 0.11s
",DONE,
granite-4.0-h-micro-Q4_K_M,D01,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: analysis.json: missing; yearly_summary.csv: missing; trend.png: missing
granite-4.0-h-micro-Q4_K_M,D02,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: mtbf.png: missing
granite-4.0-h-micro-Q4_K_M,D03,Data,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: yield_chart.png: missing
granite-4.0-h-micro-Q4_K_M,K01,Critic,62.5,95.0,73.875,"required 1/6; forbidden=none; chars=2558 | JUDGE: 산출물은 원자료 기반으로 중대한 사실오류(전체 불량률 과장, 비용 절감 근거 부재)를 정확히 탐지했으며, severity 분류와 수정안이 구체적이다. 다만 '50% 이상 감소' 주장에 대한 수치적 근거(2025년 대비 2026년 전체 불량률 비교 미제공)가 명시되지 않아 일부 세부사항 보완 필요",DONE,
granite-4.0-h-micro-Q4_K_M,K02,Critic,51.2,40.0,47.28,"required 1/4; forbidden=none; chars=379 | JUDGE: 산출물은 단일 문제(Hardcoded Password)만 제시했으나, 요구사항(최소 4개 독립 문제)을 충족하지 못함. SQL 인젝션, 입력 검증 부재, 로그 노출 취약점 등 추가 문제를 식별해야 하지만 생략됨. 수정 방향도 구체성 부족.",DONE,
granite-4.0-h-micro-Q4_K_M,K03,Critic,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: ppt_review.md: missing
granite-4.0-h-micro-Q4_K_M,P01,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: factory_ai_review.pptx: empty/incomplete table
granite-4.0-h-micro-Q4_K_M,P02,PPT,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: investment_committee.pptx: empty/incomplete table
granite-4.0-h-micro-Q4_K_M,P03,PPT,30.5,60.0,36.4,"open=OK; slides=1/6; required=0/6; visuals=1/1,charts=1/0,tables=0/1; objective=0.0/40; forbidden=none; design=82.0/100 (weighted 20.5/25) sparse=[] empty_tables=0 dict_leaks=0; judge_cap=60 | JUDGE: [objective cap 60; raw judge 65.0] PPT AUDIT reveals critical errors: root cause uncertainty not explicitly stated (violates brief.md L3), direct trigger missing, action table incomplete (only 1/3 rows filled), and timeline events only partially represented (5 expected vs 4 present). While design score is 82 and visuals exist, core requirements for decision-making relevance and information density are compromised. Sparse slides and missing takeaway elements lower practical usability despite acceptable visual hierarchy.",DONE,
granite-4.0-h-micro-Q4_K_M,R01,Research,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: research_brief.md: missing
granite-4.0-h-micro-Q4_K_M,R02,Research,65.0,75.0,68.5,"required 4/6; citations 0/5; forbidden=none; chars=1873 | JUDGE: The report correctly calculated 2-year costs and checked SLA/on-premise requirements but missed evaluating P1 response time (mandatory condition 4) for all vendors. Vendor A's 8-hour P1 response violates requirement L5, and Vendor B's 2-hour response meets it, but this critical criterion wasn't explicitly addressed in the evaluation. The recommendation lacks full adherence to AND conditions across all requirements.",DONE,
granite-4.0-h-micro-Q4_K_M,R03,Research,47.0,68.0,54.349999999999994,"required 3/5; citations 0/5; forbidden=none; chars=510 | JUDGE: 타임라인은 원자료와 일치하지만 근본원인 분석에서 manual.txt L4의 '복수 원인 가능'을 반영하지 않음. 냉각 유량 저하/베어링 마찰 증가를 단일 원인으로 명시해 불확실성(예: 과부하 가능성)을 누락함. 유지보수 노트 L4의 베어링 진동 데이터 누락 사항을 언급하지 않음. 다음 검증조치는 전혀 기재되지 않음. KPI 차트는 원자료에 없는 시각요소로, PPT AUDIT에서 'dict-leak' 판정이 가능함.",DONE,
granite-4.0-h-micro-Q4_K_M,W01,Writer,62.5,95.0,80.375,"required 1/6; forbidden=none; chars=1957 | JUDGE: Memo starts with clear 'Conditional Approval' conclusion as required. Financial figures (3.0bn/4.2bn) match finance.txt exactly. Operational limitations (single line/6 lines) are explicitly stated per operations.txt. Next steps include feasible verification conditions (feasibility study, budget approval). Minor nitpick: net benefit calculation assumes 8-week data scales to annual without explicit mention, but this aligns with original data's annual loss context.",DONE,
granite-4.0-h-micro-Q4_K_M,W02,Writer,,,0.0,,ERROR,max_agent_steps reached; missing/invalid deliverables: postmortem.md: missing
granite-4.0-h-micro-Q4_K_M,W03,Writer,55.0,85.0,71.5,"required 0/7; forbidden=none; chars=1059 | JUDGE: Revised SOP addresses key requirements: separates standard/urgent changes, includes checklists for approval/workflow, incorporates backup/rollback criteria from policy.txt. Audit findings on ticketing, separation of roles, and urgent change deadlines are resolved. However, rollback responsibility details and explicit verification steps for emergency changes lack clarity compared to audit_findings.txt's specific gaps.",DONE,
