model,task_id,role,level,score_type,question,scoring_criteria,model_answer,score,score_method,score_reason,hard_score,judge_score,final_cap,hard_detail,judge_reason,latency_s,output_tokens,tok_s,peak_vram_gib,error
GLM-4-9B-0414-Q4_K_M,D04,Data,2,keywords,"pandas DataFrame df에 columns가 line, defect_rate, date로 있다. line별 defect_rate 평균을 구하고 평균이 0.03보다 큰 line만 내림차순으로 반환하는 Python 코드를 작성하라.",필수 요소: (groupby | groupby() ; (mean | mean() ; (0.03) ; (sort_values | sort_values() ; (ascending=False | ascending = False),"
```python
import pandas as pd

# 예시 DataFrame 생성 (실제 데이터프레임 대신 사용)
data = {
    'line': ['A', 'B', 'C', 'A', 'B', 'C'],
    'defect_rate': [0.02, 0.04, 0.01, 0.03, 0.05, 0.02],
    'date': ['2023-01-01', '2023-01-02', '2023-01-03', '2023-01-04', '2023-01-05', '2023-01-06']
}
df = pd.DataFrame(data)

# line별 defect_rate 평균 계산
average_defect_rates = df.groupby('line')['defect_rate'].mean()

# 평균이 0.03보다 큰 line만 필터링하고 내림차순 정렬
result = average_defect_rates[average_defect_rates > 0.03].sort_values(ascending=False)

print(result)
```",100.0,objective,"line 기준 groupby=PASS, defect_rate 평균=PASS, 집계 평균 > 0.03 필터=PASS, 집계값 내림차순 정렬=PASS",,,,,,2.2035317000118084,230,104.37789481257177,5.9541015625,
GLM-4-9B-0414-Q4_K_M,D05,Data,2,numbers,"투자안의 결과가 +100만원(확률 0.6), -50만원(확률 0.4)이다. 기대값과, 같은 투자 10회를 독립적으로 반복할 때 기대 총손익을 각각 만원 단위 숫자로 답하라.","기대값들: [40, 400] / 허용오차: 0.01","
기대값: +60만원
같은 투자 10회 반복 시 기대 총손익: +600만원",0.0,objective,수치정답 0/2,,,,,,0.3862698000011733,36,93.19910590962755,5.9541015625,
GLM-4-9B-0414-Q4_K_M,P01,PPT,1,judge,주제 '공장 설비 예지보전 AI 도입'으로 경영진 보고용 6장 PPT의 슬라이드 제목과 각 장의 핵심 메시지 1줄씩 작성하라. 표지 포함 총 6장이다.,정확히 6장 구성 / 문제→근거→대안/계획→결정의 흐름 / 각 슬라이드 메시지가 한 가지로 명확 / 경영진 관점 / 중복 최소화,"
## 공장 설비 예지보전 AI 도입 경영진 보고용 PPT (총 6장)

**표지**

*   **슬라이드 제목:** 공장 설비 예지보전 AI 도입 전략 보고

---

**1장: 서론 - 현재의 위기와 변화의 필요성**

*   **슬라이드 제목:** 생산성 저하 및 사고 위험 증가 심화
*   **핵심 메시지:** 기존 설비 유지보수 방식의 한계로 인한 운영 비용 증가와 안전사고 위험 확대가 산업 경쟁력 약화 요인이 되고 있습니다.

---

**2장: 제안 - AI 예지보전 시스템 도입 방안**

*   **슬라이드 제목:** 공장 설비 예지보전 AI 도입 방안
*   **핵심 메시지:** 데이터 기반의 예측 분석을 활용한 AI 시스템 도입을 통해 선행적 유지보수로 인한 운영 효율성 및 안전성 극대화를 제언합니다.

---

**3장: 기술적 검토 - AI 예지보전 기술의 가능성**

*   **슬라이드 제목:** AI 기반 예측 분석 기술 동향
*   **핵심 메시지:** 머신러닝, 컴퓨터 비전 등 최첨단 AI 기술을 활용한 설비 이상 징후 사전 발굴 및 원인 규명이 실현 가능합니다.

---

**4장: 경제적 분석 - 투자의 가치와 ROI**

*   **슬라이드 제목:** AI 도입 투자의 경제적 타당성
*   **핵심 메시지:** 설비 고장 비용 절감, 수리 시간 단축, 생산성 향상 등을 통해 예측 분석 시스템 도입이 급격한 투자 회수와 ROI 증대로 이어질 것입니다.

---

**5장: 실행 계획 - AI 도입의 구체적 방안**

*   **슬라이드 제목:** AI 예지보전 시스템 도입 실행 계획
*   **핵심 메시지:** 데이터 수집 환경 개선, AI 솔루션 선택 및 도입, 관련 인력 양성 등 단계별 구체적인 추진 방안을 마련했습니다.

---

**6장: 결론 - 성공 확률과 미래 전망**

*   **슬라이드 제목:** AI 예지보전 시스템 도입의 성공 확률 및 성과 기대
*   **핵심 메시지:** AI 도입을 통해 설비 운영 효율성 및 안전 수준을 크게 향상시키고, 지속가능한 경쟁력 확보에 기여할 수 있을 것으로 전망합니다.",65.0,hybrid,"Hybrid: 자동검증 65.0점 × 45% + Judge 65.0점 × 55%, 실패한 핵심조건 상한 75.0점. Judge: 슬라이드 수가 7장으로 요구사항을 충족하지 못해 기본 점수에서 감점됨. 다른 항목은 대부분 준수했으나, 자동검증 결과에 따라 총점이 하락함.",65.0,65.0,75.0,"- FAIL: 표지 포함 총 6장 → 7장 (표지 1 + generic 번호 슬라이드 6, 요구 6) / 감점 35.0 / 최종상한 75","슬라이드 수가 7장으로 요구사항을 충족하지 못해 기본 점수에서 감점됨. 다른 항목은 대부분 준수했으나, 자동검증 결과에 따라 총점이 하락함.",6.874290299994755,726,105.61090211749625,5.9541015625,
GLM-4-9B-0414-Q4_K_M,P02,PPT,1,judge,"다음 수치를 1장의 슬라이드로 표현하려 한다.
2024 불량률 5.2%, 2025 4.8%, 2026 파일럿 3.1%.
슬라이드 제목, 추천 차트 유형, 차트에서 강조할 한 문장, 하단 주석을 작성하라. 2026은 전체 공장이 아니라 파일럿 라인이라는 점을 숨기지 마라.",추세 비교에 적절한 차트 / 3.1%가 파일럿임을 명확히 표시 / 제목이 메시지형 / 과도한 인과 주장 없음 / 한 장에 맞는 정보량,"
**슬라이드 제목:** 연도별 불량률 추이 (파일럿 포함)

**추천 차트 유형:** 막대 그래프

**차트에서 강조할 한 문장:** 2026년 파일럿 라인의 불량률 개선이 두드러짐.

**하단 주석:** *참고: 2026년 데이터는 전체 공장 대신 파일럿 라인 기준으로 집계되었습니다.*",70.0,hybrid,"Hybrid: 자동검증 70.0점 × 35% + Judge 70.0점 × 65%. Judge: 차트 유형과 제목은 적절하지만, 수치(5.2%, 4.8%, 3.1%)가 차트에 명확히 표시되지 않아 자동검증에서 실패함. 파일럿 정보는 주석으로 충분히 표기됨.",70.0,70.0,,"- PASS: 수치/파일럿 조건 #1 → 충족
- FAIL: 수치/파일럿 조건 #2 → 누락: 3.1% / 감점 10.0
- FAIL: 수치/파일럿 조건 #3 → 누락: 5.2% / 감점 10.0
- FAIL: 수치/파일럿 조건 #4 → 누락: 4.8% / 감점 10.0","차트 유형과 제목은 적절하지만, 수치(5.2%, 4.8%, 3.1%)가 차트에 명확히 표시되지 않아 자동검증에서 실패함. 파일럿 정보는 주석으로 충분히 표기됨.",1.1810056999966037,117,99.06810780027266,5.9541015625,
GLM-4-9B-0414-Q4_K_M,P03,PPT,2,judge,"기술 설명 10분 발표용 PPT를 5장으로 구조화하라.
내용: 로컬 LLM이란 무엇인지, 클라우드 LLM과 차이, VRAM의 의미, 양자화의 의미, 멀티에이전트에서 모델을 역할별로 배치하는 이유.
각 장마다 제목과 발표자가 말할 핵심 2개만 작성하라.",총 5장이어야 하며 별도 표지 슬라이드는 요구하지 않음 / 각 슬라이드마다 제목과 발표자가 말할 실질적 핵심 내용 정확히 2개만 제시; 발표자 이름/역할은 핵심 내용으로 세지 않음 / 개념 순서가 자연스러움 / VRAM/양자화 설명이 정확 / 멀티에이전트 역할배치 이유 연결 / 10분 발표에 맞는 밀도,"
## 기술 설명 10분 발표용 PPT 구조 (5장)

---

**1번 슬라이드**

*   **제목:** 로컬 LLM 소개
*   **핵심 내용:**
    1.  로컬 LLM의 정의 및 기본 개념 설명
    2.  사용자 중심의 데이터 처리와 프라이버시 보호 강조

---

**2번 슬라이드**

*   **제목:** 로컬 LLM vs 클라우드 LLM 비교
*   **핵심 내용:**
    1.  로컬 LLM과 클라우드 LLM의 주요 차이점(속도, 연결성, 데이터 유연성 등) 명시
    2.  각 방식의 장단점 요약

---

**3번 슬라이드**

*   **제목:** VRAM과 양자화의 이해
*   **핵심 내용:**
    1.  VRAM(가상 메모리)의 정의와 LLM 실행에 대한 중요성 설명
    2.  양자화 기술이란 무엇인지 및 효율성 증대 방식 간략히 설명

---

**4번 슬라이드**

*   **제목:** 멀티에이전트 시스템에서의 모델 역할 배치
*   **핵심 내용:**
    1.  멀티에이전트 개념과 작동 방식 간략히 소개
    2.  모델을 역할별로 분배하는 이유와 그 장점(효율성, 특화 등) 강조

---

**5번 슬라이드**

*   **제목:** 결론 및 Q&A 안내
*   **핵심 내용:**
    1.  발표 내용 요약 및 로컬 LLM의 잠재력 재강조
    2.  질의응답 시간 안내

---",51.0,hybrid,"Hybrid: 자동검증 62.0점 × 45% + Judge 42.0점 × 55%, 실패한 핵심조건 상한 70.0점. Judge: 총 5장이 아님. 슬라이드별 핵심 내용이 2개 미만 또는 실질적 설명 부족. VRAM 정의가 불완전하고, 양자화와 멀티에이전트 역할배치 이유 연결이 약함.",62.0,42.0,70.0,"- FAIL: 총 5장 → 0장 (표지 0 + generic 번호 슬라이드 0, 요구 5) / 감점 30.0 / 최종상한 70
- FAIL: 슬라이드별 실질 핵심 정확히 2개 → 인식 슬라이드 0개 (요구 5), 핵심 2개/장 / 감점 8.0 / 최종상한 80","총 5장이 아님. 슬라이드별 핵심 내용이 2개 미만 또는 실질적 설명 부족. VRAM 정의가 불완전하고, 양자화와 멀티에이전트 역할배치 이유 연결이 약함.",4.660628500001621,490,105.13603476437342,5.9541015625,
GLM-4-9B-0414-Q4_K_M,P04,PPT,2,keywords,"제품 A/B/C의 정확도(92, 95, 89)를 한 시점에서 서로 비교하려 한다. 가장 적합한 기본 차트 유형 하나와 이유를 한 문장으로 답하라.",필수 요소: (막대 | bar) ; (비교 | 범주 | 제품),"
**백분율 막대 그래프**가 가장 적합하며, 여러 제품의 정확도를 시각적으로 비교하고 해석하기 쉽기 때문입니다.",100.0,objective,필수개념 2/2,,,,,,0.5244615999981761,49,93.42914714856227,5.9541015625,
GLM-4-9B-0414-Q4_K_M,R01,Research,1,research,"아래 자료만 사용해서 질문에 답하라. 외부 지식은 사용하지 마라.

[자료A] 2026-03-02 발표. 스마트공장 고도화 사업의 총예산은 120억원이며 신청 마감은 4월 30일이다.
[자료B] 2026-03-18 정정 공고. 총예산은 135억원으로 변경되었고 신청 마감은 5월 7일로 연장되었다.
[자료C] 2025년 유사 사업은 총예산 100억원이었다.

질문: 2026년 사업의 최신 총예산과 신청 마감일은 무엇인가? 근거 자료를 [자료X] 형식으로 표시하라.",필수 요소: (135억원 | 135 억원) ; (5월 7일 | 5월7일) ; ([자료B]) / 금지 주장: 120억원이 최신 ; 4월 30일이 최신,"
최신 총예산: 135억원, 신청 마감일: 5월 7일

[자료B]",100.0,objective,필수개념 3/3,,,,,,0.42506340000545606,34,79.98806766135024,5.9521484375,
GLM-4-9B-0414-Q4_K_M,R02,Research,1,research,"다음 세 자료를 근거로 결론을 3문장 이내로 작성하라.

[자료A] 장비 X의 정격소비전력은 800W이다.
[자료B] 장비 X를 2시간 연속 운전한 실측 전력 사용량은 1.42kWh였다.
[자료C] 장비 X 제조사는 정격소비전력이 실제 평균 소비전력을 의미하지 않는다고 설명한다.

질문: '2시간 사용 시 항상 1.6kWh를 소비한다'는 주장에 대해 판단하고, 반드시 근거 자료를 표시하라.",필수 요소: (항상 | 단정 | 아니다 | 수 없다) ; (1.42) ; ([자료B]) ; ([자료C]) / 금지 주장: 항상 1.6kWh가 맞다,"
'2시간 사용 시 항상 1.6kWh를 소비한다'는 주장은 사실이 아니다. 장비 X의 정격소비전력은 800W(자료A)인데, 실제 2시간 운전 시 1.42kWh를 사용했다(자료B). 또한 제조사는 정격소비전력이 평균 소비전력을 의미하지 않다고 설명한다(자료C). 따라서 주장은 근거 자료와矛盾하다.",50.0,objective,필수개념 2/4,,,,,,1.2668006000021705,127,100.25255750572141,5.9521484375,
GLM-4-9B-0414-Q4_K_M,R03,Research,2,judge,"자료를 비교하여 표가 아닌 문장으로 답하라.

[자료A] 센서 A: 측정범위 -20~80°C, 정확도 ±0.5°C, 샘플링 10Hz
[자료B] 센서 B: 측정범위 -40~125°C, 정확도 ±1.0°C, 샘플링 50Hz
[자료C] 요구조건: -30°C 환경 사용, 정확도 ±0.8°C 이내, 샘플링 20Hz 이상

센서 A/B 중 요구조건을 모두 만족하는 센서가 있는지 판단하고, 각 센서가 탈락하는 이유를 근거와 함께 설명하라.",결론은 센서 A와 B 모두 요구조건 전체를 만족하지 못한다는 것이어야 함 / 센서 A는 -30°C가 측정범위 -20~80°C 밖이고 10Hz가 요구 20Hz보다 낮다는 두 이유를 설명 / 센서 B는 범위와 샘플링은 만족하지만 정확도 ±1.0°C가 요구 ±0.8°C 이내를 만족하지 못한다고 설명 / 수치 비교 방향을 뒤집거나 탈락 센서를 적합하다고 판단하면 중대 오류,"
센서 B는 요구조건의 측정범위(-30°C 환경 사용), 정확도(±0.8°C 이내), 샘플링(20Hz 이상)을 모두 만족합니다. 반면, 센서 A는 정확도(±0.5°C)는 요구조건보다 뛰어나지만, 측정범위(-20~80°C)에서 -30°C를 포함하지 못하여 요구조건을 만족하지 못합니다. 또한, 샘플링 주기(10Hz)도 요구조건의 20Hz 이상보다 낮아 탈락합니다.",65.0,hybrid,Hybrid: 자동검증 90.0점 × 50% + Judge 40.0점 × 50%. Judge: 센서 B가 요구조건을 모두 만족한다고 잘못 판단하여 중대 오류. 센서 A는 측정범위와 샘플링이 미준수임에도 정확도만 언급함.,90.0,40.0,,"- FAIL: 센서 비교 핵심 사실 #1 → 누락: 둘 다 | 모두 만족하는 센서가 없 | 만족하는 센서는 없 | 어느 센서도 / 감점 10.0
- PASS: 센서 비교 핵심 사실 #2 → 충족
- PASS: 센서 비교 핵심 사실 #3 → 충족
- PASS: 센서 비교 핵심 사실 #4 → 충족
- PASS: 센서 비교 핵심 사실 #5 → 충족
- PASS: 센서 비교 핵심 사실 #6 → 충족
- PASS: 탈락 센서를 적합하다고 판단하는 역방향 주장 → 없음",센서 B가 요구조건을 모두 만족한다고 잘못 판단하여 중대 오류. 센서 A는 측정범위와 샘플링이 미준수임에도 정확도만 언급함.,1.6133781999960775,164,101.65006568230483,5.9521484375,
GLM-4-9B-0414-Q4_K_M,R04,Research,2,research,"아래 회의록에서 '확정된 사실'만 4개 추출하라. 추측은 포함하지 마라.

회의록:
- 시제품 2호기는 8월 14일 조립 완료.
- 온도 시험은 8월 18일 실시했고 최고 71°C 기록.
- 담당자는 냉각팬 교체가 필요할 수도 있다고 말했다.
- 다음 시험은 8월 25일로 예약됨.
- 불량 원인은 전원부일 가능성이 있다는 의견이 있었지만 아직 분석 전.
- 시험 샘플 수는 6개였다.",필수 요소: (8월 14일 | 8월14일) ; (71) ; (8월 25일 | 8월25일) ; (6개 | 6 개) / 금지 주장: 전원부가 원인이다 ; 냉각팬 교체가 필요하다,"
1. 시제품 2호기는 8월 14일 조립 완료.
2. 온도 시험은 8월 18일 실시했고 최고 71°C 기록.
3. 다음 시험은 8월 25일로 예약됨.
4. 시험 샘플 수는 6개였다.",100.0,objective,필수개념 4/4,,,,,,0.8735922000050778,85,97.29940354264374,5.9521484375,
GLM-4-9B-0414-Q4_K_M,W01,Writer,1,judge,"다음 내용을 대학 과제 보고서의 '요약' 문단으로 180~230자에 작성하라.
- 스마트팩토리 센서 데이터를 활용
- 목표: 설비 이상 조기 탐지
- 3개월 파일럿
- 오탐률 7%, 미탐률 3%
- 아직 한 개 라인에서만 검증
- 향후 다른 라인 검증 필요
과장된 표현은 금지한다.",핵심 수치와 기간을 정확히 포함 / 한 개 라인 한계를 명시 / 향후 검증 필요성 / 보고서 문체 / 분량 및 과장 억제,"
본 보고서는 스마트팩토리 센서 데이터를 활용하여 설비 이상을 조기에 탐지하는 목표를 가지고 3개월간의 파일럿 프로젝트를 진행했습니다. 결과적으로 오탐률은 7%였으며, 미탐률은 3%로 나타났습니다. 이는 아직 한 개 라인에서만 검증된 결과이며, 향후 다른 라인에서도 검증이 필요합니다.",75.5,hybrid,"Hybrid: 자동검증 70.0점 × 45% + Judge 80.0점 × 55%, 실패한 핵심조건 상한 80.0점. Judge: 필수 수치와 기간이 정확히 포함되었으나, 분량이 부족하고 '한 개 라인' 한계 및 향후 검증 필요성은 명시되었으나 다소 간결하게 표현되어 감점.",70.0,80.0,80.0,"- FAIL: 180~230자 → 158자 (요구 180~230) / 감점 30.0 / 최종상한 80
- PASS: 필수 사실 보존 #1 → 충족
- PASS: 필수 사실 보존 #2 → 충족
- PASS: 필수 사실 보존 #3 → 충족
- PASS: 필수 사실 보존 #4 → 충족
- PASS: 필수 사실 보존 #5 → 충족","필수 수치와 기간이 정확히 포함되었으나, 분량이 부족하고 '한 개 라인' 한계 및 향후 검증 필요성은 명시되었으나 다소 간결하게 표현되어 감점.",1.2236095999978716,124,101.3395122106068,5.9541015625,
